Wavelength	Transmittance	hex_color	Manufacturer	Name	Filter Number
351	0.0	#838383	Chroma	Unnamed	PCR550lpxr
352	0.0				
353	0.0				
354	0.0				
355	0.0027400000000000002				
356	0.0				
357	0.00198				
358	0.0				
359	0.0				
360	0.0014199999999999998				
361	0.0				
362	0.006959999999999999				
363	0.00015				
364	0.00301				
365	0.00409				
366	0.0011200000000000001				
367	0.0				
368	0.00181				
369	0.00012				
370	0.0				
371	0.00328				
372	0.0				
373	0.0				
374	0.0				
375	0.0				
376	0.0035299999999999997				
377	0.0				
378	0.00073				
379	8.999999999999999e-05				
380	0.0				
381	2e-05				
382	0.0				
383	0.0				
384	0.00183				
385	0.0				
386	0.0007199999999999999				
387	0.0				
388	0.0				
389	0.00357				
390	0.0				
391	0.004699999999999999				
392	0.00813				
393	0.004699999999999999				
394	0.00229				
395	0.0				
396	0.00437				
397	0.00519				
398	0.0014199999999999998				
399	0.0023499999999999997				
400	0.0				
401	0.0012				
402	0.00183				
403	0.0014099999999999998				
404	0.00247				
405	0.0013900000000000002				
406	0.00169				
407	0.0004				
408	0.0005				
409	0.00221				
410	0.005659999999999999				
411	0.00332				
412	0.00499				
413	0.00098				
414	0.00037				
415	0.00213				
416	0.00356				
417	0.00193				
418	0.0025800000000000003				
419	0.0023699999999999997				
420	0.00115				
421	0.00133				
422	0.00124				
423	0.00191				
424	0.0008799999999999999				
425	0.00248				
426	0.0038				
427	0.0016				
428	0.00261				
429	0.00146				
430	0.00192				
431	0.0012				
432	0.00329				
433	0.00511				
434	0.00604				
435	0.00447				
436	0.004079999999999999				
437	0.0021				
438	0.00124				
439	0.00074				
440	0.00033				
441	0.00156				
442	0.0005600000000000001				
443	0.00148				
444	0.00212				
445	0.00148				
446	0.0011200000000000001				
447	0.00063				
448	0.0				
449	0.0				
450	0.0006900000000000001				
451	0.00016				
452	0.00105				
453	0.00097				
454	0.00052				
455	0.0012				
456	0.00074				
457	0.00091				
458	0.00026				
459	0.00025				
460	0.0				
461	0.0003				
462	0.00018999999999999998				
463	0.00146				
464	0.0013				
465	0.00335				
466	0.00431				
467	0.00433				
468	0.0037199999999999998				
469	0.00384				
470	0.0034599999999999995				
471	0.0037				
472	0.00379				
473	0.00536				
474	0.00755				
